name,surname,fullname,sex,birth date,id,id_type,phone_number
Pasquale,Sorvillo,Pasquale Sorvillo,female,2013-05-11,JE8851725,Italian passport,00393713721161
Giuseppe,Affinito,Giuseppe Affinito,male,2008-01-29,KC5259006U,Italian driving license card,00393505542694
Antonio,Ciontoli,Antonio Ciontoli,male,2019-08-01,WJ4192337,Italian passport,00393755469154
Lucia,Lombardo,Lucia Lombardo,female,1932-05-10,SS2692959,Italian passport,00393792995385
Nino,Lo Cicero,Nino Lo Cicero,male,1978-09-05,JN7711468,Italian passport,00393511173727
Denise,Malomo,Denise Malomo,female,2013-12-11,LU5702596Y,Italian driving license card,00393783444202
Marco,Barbato,Marco Barbato,male,1966-05-23,JY3538433,Italian passport,00393505474147
Giuseppe,Santonastaso Uno,Giuseppe Santonastaso Uno,male,1965-10-14,UQ7838251D,Italian driving license card,00393783165590
Enrico,Provitera,Enrico Provitera,male,1992-10-20,PH80658JS,Italian electronic identity card,00393688134203
Raffaele,Foto,Raffaele Foto,male,1969-03-14,SA5936006F,Italian driving license card,00393778822279
Giovanni,Cervo,Giovanni Cervo,male,1941-05-16,IB6679437,Italian passport,00393777771146
Vincenza,Diana,Vincenza Diana,female,1979-05-24,DB38604EY,Italian electronic identity card,00393205315597
Venditto,Giuseppe,Venditto Giuseppe,male,2001-01-20,JF5010728,Italian passport,00393205605669
Djno,Barberi Spirito,Djno Barberi Spirito,male,1936-01-01,ES46546NG,Italian electronic identity card,00393208479546
Antonio,Caiazzo,Antonio Caiazzo,male,1947-06-27,UG2643744,Italian passport,00393792831686
Marcello,Vitale,Marcello Vitale,male,1980-10-12,PU2160178,Italian passport,00393777347385
Mauro,Caruso,Mauro Caruso,male,2006-06-21,VL41687DS,Italian electronic identity card,00393701328947
Giuseppe,la Fortuna,Giuseppe la Fortuna,male,1955-11-10,YP3222562I,Italian driving license card,00393825035808
Manuela,Acquisti,Manuela Acquisti,female,1952-04-21,TZ5677072F,Italian driving license card,00393383700587
P Avvocato,Crispo,P Avvocato Crispo,male,1979-04-19,KO1175910,Italian passport,00393792949376
Antonio,Papale,Antonio Papale,male,1972-05-13,GD9937419,Italian passport,00393774826488
Gaetano,Rivezzi,Gaetano Rivezzi,male,1971-07-15,JG91991DQ,Italian electronic identity card,00393901772994
Grazia,Sab,Grazia Sab,female,1947-12-02,FY90149ZZ,Italian electronic identity card,00393534986272
Anna,Pezza,Anna Pezza,female,1954-04-18,SV1447128,Italian passport,00393773880480
Franco,Milano,Franco Milano,male,2010-01-24,MT9696415,Italian passport,00393612671072
Raffaele,Garofalo,Raffaele Garofalo,male,1998-09-05,SC1597032,Italian passport,00393631821724
Ottavio,Cennamo,Ottavio Cennamo,male,1973-10-31,YK15190WW,Italian electronic identity card,00393783215661
Salvatore,Glorioso,Salvatore Glorioso,male,1993-11-19,CR3107170D,Italian driving license card,00393514721298
Michele,Lamarca,Michele Lamarca,male,1961-12-31,TT5367383,Italian passport,00393778778943
Francesco,Angilletta,Francesco Angilletta,male,1981-12-19,DD4764537,Italian passport,00393710967578
Giacomo,Errath,Giacomo Errath,male,1970-11-08,HN3095741R,Italian driving license card,00393201485918
Augusto,Trivellone,Augusto Trivellone,male,2019-03-02,DS3945283U,Italian driving license card,00393773475028
GiovanBattista,Giorgio,GiovanBattista Giorgio,male,1931-10-30,KE2572109,Italian passport,00393441767264
Marzo,Francesco,Marzo Francesco,male,1990-09-29,UR56137FU,Italian electronic identity card,00393505988413
Francesco,Tartaglione,Francesco Tartaglione,male,2008-06-26,JW5865420,Italian passport,00393206056651
Ciro,Narcisi,Ciro Narcisi,male,1990-07-01,OA48193FZ,Italian electronic identity card,00393701374240
Pasquale,Romano,Pasquale Romano,male,1997-05-31,ZC9737190F,Italian driving license card,00393713155628
Dami,Tedesco,Dami Tedesco,male,1953-07-07,LU8392648L,Italian driving license card,00393776836248
Lucio,Ciarla,Lucio Ciarla,male,1957-12-18,DT4768341A,Italian driving license card,00393733055440
Fabio,Petrone,Fabio Petrone,male,1965-03-14,AZ89938VV,Italian electronic identity card,00393271021299
Carmine,Salsano,Carmine Salsano,male,1952-11-27,KE4480042L,Italian driving license card,00393783653107
Carmine,Salsano,Carmine Salsano,male,1976-07-02,JW6568564E,Italian driving license card,00393204039990
Vincenzo,Pastore,Vincenzo Pastore,male,1969-09-21,MO39036AV,Italian electronic identity card,00393714294709
Gioacchino,Greco,Gioacchino Greco,male,1999-07-05,JF74045XV,Italian electronic identity card,00393701788596
Marinetta,DE Marco,Marinetta DE Marco,female,1950-05-11,OU7465417V,Italian driving license card,00393710162609
Aniello,Nappi,Aniello Nappi,male,2007-06-22,ZR2104554,Italian passport,00393777218851
Gigino,Fortunato,Gigino Fortunato,male,1945-05-05,TQ7654505X,Italian driving license card,00393201197954
Luigi,Gar,Luigi Gar,male,1993-10-24,XY6139606W,Italian driving license card,00393733618051
Giuseppe,Palumbo,Giuseppe Palumbo,male,1959-09-25,PY78530YH,Italian electronic identity card,00393839911566
Moscariello,Alberto,Moscariello Alberto,male,1959-04-12,YG8524421,Italian passport,00393823441318
Lucia,Semioli,Lucia Semioli,female,1954-11-09,YR7476103,Italian passport,00393783476963
Sofia,Cornamusini,Sofia Cornamusini,female,2014-12-19,GN9280452A,Italian driving license card,00393500590191
Antonello,Di Muro,Antonello Di Muro,male,2001-06-06,YJ1380564F,Italian driving license card,00393512633672
Piero,Vitolo,Piero Vitolo,male,2013-12-06,QV6771498J,Italian driving license card,00393823896779
Mariaconsiglia,Ferro,Mariaconsiglia Ferro,female,1963-11-13,AB1819975L,Italian driving license card,00393778263192
Gabriella,Berton,Gabriella Berton,female,2009-02-10,TF12295UE,Italian electronic identity card,00393331593471
Rossella,Celardo,Rossella Celardo,female,1995-04-15,EO3710073,Italian passport,00393482805229
Paolo,Bernini,Paolo Bernini,male,1979-11-24,VI41323CA,Italian electronic identity card,00393803335865
Michela,Turco,Michela Turco,female,1984-03-13,GJ5889925,Italian passport,00393773910104
Franco,Sozio,Franco Sozio,male,1980-05-22,MH62281KZ,Italian electronic identity card,00393773677993
Beatrice,Marcucci,Beatrice Marcucci,female,1940-06-18,GP7914977,Italian passport,00393792705291
Anna,Lopriore,Anna Lopriore,female,1943-12-20,WL9058444,Italian passport,00393514977817
Vito,Panettieri,Vito Panettieri,male,1988-10-30,ZQ3514052P,Italian driving license card,00393710704153
Danilo,Carlomusto,Danilo Carlomusto,male,1956-08-14,GX78406GP,Italian electronic identity card,00393376550858
Sabino,Leonetti,Sabino Leonetti,male,1950-07-06,OA68146KG,Italian electronic identity card,00393701525312
Sano,Gianni,Sano Gianni,male,1933-02-07,OK2517002M,Italian driving license card,00393401504615
Luca,Lanaro,Luca Lanaro,male,1986-07-28,KA5740674,Italian passport,00393778409960
Angelo Alessandra,Flamini Pineda,Angelo Alessandra Flamini Pineda,male,1959-12-21,HY2482668T,Italian driving license card,00393500924500
Masala,Giuliano,Masala Giuliano,male,1931-08-11,RJ2015155,Italian passport,00393978689970
Enrica,Grassi,Enrica Grassi,female,1932-06-01,PS9171584B,Italian driving license card,00393701248214
Fabrizio,Ferrari,Fabrizio Ferrari,male,1986-11-30,GJ80246DF,Italian electronic identity card,00393701583703
Angelo,Trotta,Angelo Trotta,male,1952-02-25,OY8738858O,Italian driving license card,00393203382818
Michele,Di Bari,Michele Di Bari,male,1972-07-23,BS3814002,Italian passport,00393208079542
Anna,Cuzzocrea,Anna Cuzzocrea,female,1948-10-19,EE3934251,Italian passport,00393776488023
Giusy,Giusy,Giusy Giusy,female,1935-11-12,KO1268153L,Italian driving license card,00393701903562
Gabriella,Righetti,Gabriella Righetti,female,1999-11-08,KV21921II,Italian electronic identity card,00393770593367
Robycar,Maniscalco,Robycar Maniscalco,male,1968-09-09,HI6849117D,Italian driving license card,00393783791989
Loredana,Tirri,Loredana Tirri,female,1983-12-29,IQ9768209J,Italian driving license card,00393208329675
Ezio,Zarro,Ezio Zarro,male,1989-05-19,RP10561LL,Italian electronic identity card,00393904054157
Biagio,Bonfiglio,Biagio Bonfiglio,male,1975-02-21,LS5646349,Italian passport,00393488078126
Giacinto,Papalardo,Giacinto Papalardo,male,1956-06-11,YG9566186H,Italian driving license card,00393770259518
Vincenzo,Romeo,Vincenzo Romeo,male,1976-08-31,QT39960PK,Italian electronic identity card,00393534246424
Natale,Mazza,Natale Mazza,male,2016-09-25,ZQ3042632P,Italian driving license card,00393701797497
Lombardi,Tommaso,Lombardi Tommaso,male,2005-12-04,YH1423465,Italian passport,00393515161239
Paola,Del Vecchio,Paola Del Vecchio,female,1996-05-31,RY5177919,Italian passport,00393208809347
Vincenzo,Laera,Vincenzo Laera,male,2011-08-17,NU9663009H,Italian driving license card,00393736368895
Rita,Schirru,Rita Schirru,female,1955-11-26,MP6451982Q,Italian driving license card,00393778194366
Giuseppe,Grasso,Giuseppe Grasso,male,2010-12-07,QI1527046,Italian passport,00393755382741
Eugenio,Ritacco,Eugenio Ritacco,male,2008-10-28,MN6421763,Italian passport,00393778121795
Augusto,Chiantaretto,Augusto Chiantaretto,male,2001-10-01,PM33083XY,Italian electronic identity card,00393701869011
Italo,Falasca,Italo Falasca,male,1993-06-12,MZ6674865,Italian passport,00393778993829
Adriana,Alabiso,Adriana Alabiso,female,1973-10-16,GQ28479GS,Italian electronic identity card,00393609341878
Enrico,Fagnani,Enrico Fagnani,male,1989-06-04,BT7240554,Italian passport,00393505572917
Gabriele,Bortot,Gabriele Bortot,male,1990-03-28,AV5929291,Italian passport,00393777811857
Teresa,Farina,Teresa Farina,female,1971-02-11,IS6501083F,Italian driving license card,00393205851462
Esperia,Bandini,Esperia Bandini,female,2001-03-13,LQ1246236,Italian passport,00393756701195
Silvio,Ascenzi,Silvio Ascenzi,male,1932-02-27,QG35542UM,Italian electronic identity card,00393791503800
Lorena,Agostini,Lorena Agostini,female,1992-04-08,GJ6905742,Italian passport,00393208508698
Gian,Piacentini,Gian Piacentini,male,1998-09-12,ZC9460616,Italian passport,00393701219051
Piero,Cantanna,Piero Cantanna,male,1936-08-24,QA5672020I,Italian driving license card,00393770787202
Betty,Pinzòn,Betty Pinzòn,female,1947-12-20,NW4172680,Italian passport,00393777285582
Nunzia,Favicchio,Nunzia Favicchio,female,2001-09-02,LC4792933C,Italian driving license card,00393517678274
Nino,Sclafani,Nino Sclafani,male,1986-04-16,RB54845OL,Italian electronic identity card,00393713433430
Aldo,Felli,Aldo Felli,male,1967-01-07,GD41124MP,Italian electronic identity card,00393500588314
Nicola,Amoruso,Nicola Amoruso,male,1971-08-13,KQ35334FL,Italian electronic identity card,00393777338207
Luigi,Farenga,Luigi Farenga,male,2012-01-15,UU34402ER,Italian electronic identity card,00393465328053
Antonella,Mita,Antonella Mita,female,1988-12-04,BB5425735F,Italian driving license card,00393885708461
Taddeo,Serbelloni Mazzanti Viendalmare,Taddeo Serbelloni Mazzanti Viendalmare,male,2001-01-03,EA4203458O,Italian driving license card,00393777471965
Virginia,Antelmi,Virginia Antelmi,female,1946-05-08,IE1929429,Italian passport,00393783773666
Sciacca,Paolo,Sciacca Paolo,male,1932-07-27,MO9278254,Italian passport,00393783322164
Sergio,Duma,Sergio Duma,male,1978-10-09,LW2477658,Italian passport,00393205653159
Rocco,Giannotta,Rocco Giannotta,male,1969-07-19,GN5288746X,Italian driving license card,00393793427727
Finocchiaro,Grazia,Finocchiaro Grazia,female,1977-04-07,LQ3593098H,Italian driving license card,00393735774337
Vito,Puopolo,Vito Puopolo,male,2002-02-15,DU8669880N,Italian driving license card,00393703587701
Valerio,Politano,Valerio Politano,male,2005-06-29,ZA1706724X,Italian driving license card,00393710116035
Roberto,Srvizird,Roberto Srvizird,male,1946-11-29,RI29065XJ,Italian electronic identity card,00393783805937
Paolo,De Blasi,Paolo De Blasi,male,1976-03-01,YY23190GG,Italian electronic identity card,00393756275338
Maurizio,Saracino,Maurizio Saracino,male,1932-12-30,NR24574TU,Italian electronic identity card,00393793562908
Cristian,Benedetto,Cristian Benedetto,male,1943-11-09,NZ2746876,Italian passport,00393534162859
Angelo,Coluccia,Angelo Coluccia,male,1969-10-28,OZ5307017,Italian passport,00393735501333
Leonardo,Cagnazzo,Leonardo Cagnazzo,male,1988-12-28,AT3164198,Italian passport,00393209877768
Sebastiano,Zenobini,Sebastiano Zenobini,male,1948-12-14,AT2318779V,Italian driving license card,00393783137327
Luigi,Caldararo,Luigi Caldararo,male,1950-12-07,DM7187270,Italian passport,00393207436252
Maurizio,Manno,Maurizio Manno,male,2014-10-07,XN7968366,Italian passport,00393783641613
Antonio,Manca,Antonio Manca,male,1977-08-03,UA8887877,Italian passport,00393783594082
Ginetto,Filoni,Ginetto Filoni,male,2000-11-19,AO7603922,Italian passport,00393516516768
Coas,Calcestruzzi,Coas Calcestruzzi,male,1948-05-05,NB9177259,Italian passport,00393777355076
Antonio,Tinco,Antonio Tinco,male,1958-10-29,NO3994120B,Italian driving license card,00393783209441
Dora,De Vito,Dora De Vito,female,1981-10-29,TF9743104,Italian passport,00393710955320
Giuliano,Conte,Giuliano Conte,male,1968-04-08,HT2763203O,Italian driving license card,00393701453002
Piero,Marzo,Piero Marzo,male,1948-02-24,IZ9779962,Italian passport,00393433343416
Antonio,Felle,Antonio Felle,male,1947-01-12,ZF84801UC,Italian electronic identity card,00393363391560
Cataldo,Castelli,Cataldo Castelli,male,1977-01-25,UY5340496M,Italian driving license card,00393422219301
Carla,Lazzaro,Carla Lazzaro,female,1969-02-05,RE4754968P,Italian driving license card,00393793172223
Daniele,Bergesio,Daniele Bergesio,male,1997-02-13,LI4182435,Italian passport,00393783744405
Gregorio,Duggento,Gregorio Duggento,male,1938-01-16,PD6819278I,Italian driving license card,00393793570800
Maria,Bertocchi,Maria Bertocchi,female,2015-01-06,XM1292367,Italian passport,00393347351869
Franco,Ruggiero,Franco Ruggiero,male,1963-09-15,RT74212YQ,Italian electronic identity card,00393516416310
Ernesto,Lupo,Ernesto Lupo,male,1934-10-24,HI1030047,Italian passport,00393783823764
Massimiliano,Mellone,Massimiliano Mellone,male,2012-06-07,HF71256KC,Italian electronic identity card,00393501314748
Marisol,Cler,Marisol Cler,female,1963-08-09,PO9389712,Italian passport,00393201576931
Brad,Bentivegna,Brad Bentivegna,male,2018-07-03,SO30044VM,Italian electronic identity card,00393891481845
Antonio,Fella,Antonio Fella,male,1950-05-18,CO3227787,Italian passport,00393776682512
Domenico,Scalamogna,Domenico Scalamogna,male,2018-07-03,FQ36762FP,Italian electronic identity card,00393202261022
Giulietta,Boschi,Giulietta Boschi,female,1948-11-18,PR7407815,Italian passport,00393510118200
Marco,Sebastianelli,Marco Sebastianelli,male,1991-10-24,CG6774106R,Italian driving license card,00393710644446
Andy,Multi,Andy Multi,male,1970-07-27,OF3872883,Italian passport,00393510273297
Leo,Catucci,Leo Catucci,male,1951-07-06,JA56555UM,Italian electronic identity card,00393701159397
Giovanni,Ripa,Giovanni Ripa,male,1960-04-12,ZK8573088A,Italian driving license card,00393534840139
Giuseppe,Frascella,Giuseppe Frascella,male,1946-02-11,TT4607163K,Italian driving license card,00393505904864
Max,Leone,Max Leone,male,2010-11-20,WY54618QL,Italian electronic identity card,00393701860124
Irene,Marino,Irene Marino,female,1985-12-19,VD2432997F,Italian driving license card,00393783411074
Maddalena,Finocchiaro,Maddalena Finocchiaro,female,1978-08-12,IC13384RM,Italian electronic identity card,00393500595070
Antonio,Pugliese,Antonio Pugliese,male,1942-12-11,VH3675547,Italian passport,00393777743914
Sergio,Avallato,Sergio Avallato,male,1979-01-14,FD1990710,Italian passport,00393412795917
Clotilde,Mirabile,Clotilde Mirabile,female,1993-09-10,ZQ7455662J,Italian driving license card,00393757390916
Robertamaria,Marino,Robertamaria Marino,female,2013-07-03,XQ32369GZ,Italian electronic identity card,00393203945287
Ciro,DE Napoli,Ciro DE Napoli,male,1985-05-28,LX8106248,Italian passport,00393770252888
Luigi,Armatore,Luigi Armatore,male,1994-09-16,AU5399069G,Italian driving license card,00393792885985
Umberto,Panico,Umberto Panico,male,1943-04-09,SR9019259W,Italian driving license card,00393757252558
Mario,Anzelini,Mario Anzelini,male,1986-09-16,TI3018465H,Italian driving license card,00393777414213
Mauro,Zolin,Mauro Zolin,male,1991-10-03,UQ22234JZ,Italian electronic identity card,00393311565662
Antonio,Tecchio,Antonio Tecchio,male,1959-11-04,HN5499760O,Italian driving license card,00393773400086
Giovanni,Guarneri,Giovanni Guarneri,male,1963-06-30,BZ7770449,Italian passport,00393793553362
Annarita,Federico,Annarita Federico,female,2002-12-07,LR96633YD,Italian electronic identity card,00393839585682
Renato,Solombrino,Renato Solombrino,male,1997-11-26,NV7057585,Italian passport,00393701271169
Tina,Matarese,Tina Matarese,female,2014-07-16,PR9848875U,Italian driving license card,00393512723714
Felicia,Persico,Felicia Persico,female,1948-09-03,EE4565947,Italian passport,00393513599715
Mauro,Caiazzo,Mauro Caiazzo,male,2011-03-28,ZO2326802K,Italian driving license card,00393710362918
Valentina,Meo,Valentina Meo,female,1964-06-11,FS57500NV,Italian electronic identity card,00393757776247
Nando,Mancini,Nando Mancini,male,2012-03-15,DC5313930,Italian passport,00393517399808
Roberta,Caldarelli,Roberta Caldarelli,female,2011-08-09,EL8054952H,Italian driving license card,00393701972196
Michele,Cutolo,Michele Cutolo,male,1964-10-28,AW84643RM,Italian electronic identity card,00393505702094
Angelo,Terranova,Angelo Terranova,male,1951-07-18,TO8686659,Italian passport,00393703373443
Daniela,Tuccillo,Daniela Tuccillo,female,1948-11-18,EP54953LM,Italian electronic identity card,00393501587366
Pino E Miriam,Mormile,Pino E Miriam Mormile,male,1949-06-07,MP6092714G,Italian driving license card,00393425987397
Antonio,Grimaldi,Antonio Grimaldi,male,1984-09-28,VD2789318Z,Italian driving license card,00393500486777
Francesco,Leone,Francesco Leone,male,1986-01-25,GQ9128059N,Italian driving license card,00393732061333
Vania,Zorz,Vania Zorz,female,1930-07-22,QF3714417,Italian passport,00393755661349
Nello,Autieri,Nello Autieri,male,1932-04-15,OB3391767O,Italian driving license card,00393501880303
Repliche,Ufficiali,Repliche Ufficiali,male,1957-03-25,TX10298IA,Italian electronic identity card,00393773541148
Liberata,Difeo,Liberata Difeo,female,1962-01-27,SO4697759Y,Italian driving license card,00393509374109
Antonio,Schipani,Antonio Schipani,male,1983-07-16,CG9617194A,Italian driving license card,00393778144079
Raffaele,Turino,Raffaele Turino,male,1947-04-18,MY6209856,Italian passport,00393243737711
Camillo,Bruscino,Camillo Bruscino,male,1978-09-14,EV9771488,Italian passport,00393773324196
Umberto,Cervone,Umberto Cervone,male,1947-02-26,JJ3912230,Italian passport,00393701566660
Ambrosio,Paolo,Ambrosio Paolo,male,1976-07-02,HF9494870,Italian passport,00393732298100
Paolo,Sidoti,Paolo Sidoti,male,1943-09-08,BB1870431,Italian passport,00393512222783
Giuseppe,Zaccaria,Giuseppe Zaccaria,male,1977-08-22,IF6629102,Italian passport,00393311260983
Dobrica,Milosevic,Dobrica Milosevic,male,1950-02-08,XB96668JQ,Italian electronic identity card,00393701377286
Ele,Putignano,Ele Putignano,male,1958-11-25,YM5719743,Italian passport,00393793974846
Michele,Pistola,Michele Pistola,male,2002-02-09,KY5099056D,Italian driving license card,00393778554586
Domenico,Vestuto,Domenico Vestuto,male,1965-11-04,QR6301962,Italian passport,00393515763836
Giovanni,Re,Giovanni Re,male,1999-03-04,QU9822817,Italian passport,00393792525270
Stefano,Capasso,Stefano Capasso,male,1955-11-14,CF2634449,Italian passport,00393793701917
Genio,Sacca,Genio Sacca,male,1976-06-09,CH35370AW,Italian electronic identity card,00393710521018
Franco,Salino,Franco Salino,male,1939-03-05,FY6333850,Italian passport,00393519763227
Catia,Arzilli,Catia Arzilli,female,1979-02-14,SH28854LR,Italian electronic identity card,00393731371264
Enzo,Fontanella,Enzo Fontanella,male,1934-07-06,JI2030614L,Italian driving license card,00393932592842
Filomena,Fanelli,Filomena Fanelli,female,1987-06-07,OQ2625237S,Italian driving license card,00393772393336
Carmine,Verde,Carmine Verde,male,1951-02-15,FV1612913T,Italian driving license card,00393501167741
Giuseppe,Savino,Giuseppe Savino,male,2005-08-10,EI7292667T,Italian driving license card,00393737557223
Nicola,Crispino,Nicola Crispino,male,1963-07-03,TH4876889R,Italian driving license card,00393778278543
Germano,Fratoni,Germano Fratoni,male,1945-07-04,HW6103701Q,Italian driving license card,00393534687292
Nicola,Puca,Nicola Puca,male,2014-03-22,XP6667818B,Italian driving license card,00393520888756
Emilio,Gigliano,Emilio Gigliano,male,1965-10-12,YA9564164D,Italian driving license card,00393311545436
Anna,Fontanella,Anna Fontanella,female,1959-06-29,SQ10673EJ,Italian electronic identity card,00393203113346
Mariarosaria,Caruso,Mariarosaria Caruso,female,1998-12-16,RJ5751004F,Italian driving license card,00393777839312
Gaetano,Rosiello,Gaetano Rosiello,male,1942-02-08,YV5009139S,Italian driving license card,00393238327261
Mario Salvatore,Costanzo,Mario Salvatore Costanzo,male,1976-01-27,WT2985878,Italian passport,00393777127834
Mauro,Calbi,Mauro Calbi,male,1965-06-25,DP6422941,Italian passport,00393425209557
Vincenzo,Simonetti,Vincenzo Simonetti,male,1967-07-07,MS47029QZ,Italian electronic identity card,00393534772622
Umberto,De Falco,Umberto De Falco,male,1941-03-14,AE5867835,Italian passport,00393779889072
Menniti,Salvatore,Menniti Salvatore,male,2012-12-10,JC57730RL,Italian electronic identity card,00393376162905
Antonio,Franzese,Antonio Franzese,male,1994-03-26,SS3829886T,Italian driving license card,00393519373162
Rocco,Tina,Rocco Tina,female,1935-02-23,RA77606QX,Italian electronic identity card,00393703122688
Monica,Incarnato,Monica Incarnato,female,1935-09-30,LU8969404G,Italian driving license card,00393778895374
Carmela,Casaburi,Carmela Casaburi,female,1966-10-27,DQ7100491G,Italian driving license card,00393778820401
Gina,Sgariglia,Gina Sgariglia,female,1966-06-26,JJ6839076G,Italian driving license card,00393783896495
Antonio,Guido,Antonio Guido,male,1999-12-08,LX6708130,Italian passport,00393202537916
Felice,Massaro,Felice Massaro,male,1934-11-18,BO46086NY,Italian electronic identity card,00393733876180
Luigi,Battistella,Luigi Battistella,male,1986-09-18,UZ3432561,Italian passport,00393783389419
Brunero Damiana,Giuliani,Brunero Damiana Giuliani,male,1937-02-26,CT52576IO,Italian electronic identity card,00393282682958
Konrad,Egger,Konrad Egger,male,1965-10-18,RN5957426L,Italian driving license card,00393429419997
Franco,Mosca,Franco Mosca,male,1986-04-13,MT97940TL,Italian electronic identity card,00393773582244
Biagio,Marenna,Biagio Marenna,male,1959-01-24,IT44364BO,Italian electronic identity card,00393638326191
Pietro,Maddaloni,Pietro Maddaloni,male,1995-03-23,GT6682645I,Italian driving license card,00393792381960
Raffaele,Celato,Raffaele Celato,male,1934-06-14,OD9305141U,Italian driving license card,00393710851711
Gianfranco,Figus,Gianfranco Figus,male,1999-08-20,WN60329RG,Italian electronic identity card,00393346011733
Pasquale,Parisi,Pasquale Parisi,male,1957-11-10,DZ6739347W,Italian driving license card,00393776946908
Laura,Graziano,Laura Graziano,female,1942-11-08,LI2478445,Italian passport,00393777674953
Vincenzo,Bosco,Vincenzo Bosco,male,1938-04-19,YK8161646,Italian passport,00393773409227
Vincenzo,Schepis,Vincenzo Schepis,male,1986-03-26,GF1375420F,Italian driving license card,00393756242788
Andrea,Basile,Andrea Basile,male,1998-08-11,IN7860995,Italian passport,00393701532854
Pasquale,Meo,Pasquale Meo,male,1967-08-20,WL29489PJ,Italian electronic identity card,00393710396643
Salvatore,Graziuso,Salvatore Graziuso,male,1960-04-04,VV1403004O,Italian driving license card,00393770614102
Patrizio,Sarnataro,Patrizio Sarnataro,male,1959-09-15,NA99849JZ,Italian electronic identity card,00393935481578
Mario,Gargiulo,Mario Gargiulo,male,1937-12-15,FL4588285L,Italian driving license card,00393793183061
Francesco,Castello,Francesco Castello,male,2016-02-28,PW1048040B,Italian driving license card,00393778576829
Lorenzo,Evandri,Lorenzo Evandri,male,1970-08-24,RZ39059VQ,Italian electronic identity card,00393338459794
Argimiro,Como,Argimiro Como,male,2006-07-22,KI1142232T,Italian driving license card,00393311593824
Carmine,Benincasa,Carmine Benincasa,male,1973-09-05,CF4768955N,Italian driving license card,00393513939085
Raffaele,Ruocco,Raffaele Ruocco,male,1997-11-24,LZ5626154,Italian passport,00393701977095
Adele,Ricci,Adele Ricci,female,1989-12-05,UZ42758DL,Italian electronic identity card,00393903078168
Sergio,Infante,Sergio Infante,male,2003-10-13,JZ6571674,Italian passport,00393500737984
Alessandro,Romano,Alessandro Romano,male,2001-05-21,OV95482MV,Italian electronic identity card,00393792770906
Alessio,Moschino,Alessio Moschino,male,2005-06-17,QY6398800,Italian passport,00393306617974
Domenico,Aprea,Domenico Aprea,male,2005-05-11,VN8142904,Italian passport,00393778547947
Francesco,Tricase,Francesco Tricase,male,1944-08-11,FD5192749,Italian passport,00393498487666
Diana,Maresia,Diana Maresia,female,1940-02-09,GF3017459G,Italian driving license card,00393710736196
Ciro,Rispoli,Ciro Rispoli,male,2009-03-18,BA4694212E,Italian driving license card,00393778198667
Luigi,Viola,Luigi Viola,male,1974-11-13,VR4127788W,Italian driving license card,00393792116740
Giovanni,De Martino,Giovanni De Martino,male,1954-03-22,NV4203739A,Italian driving license card,00393778733409
Aniello,Acanfora,Aniello Acanfora,male,1961-02-22,MG56066AO,Italian electronic identity card,00393793540958
Angela,Esposito,Angela Esposito,female,1954-09-22,WY8624610A,Italian driving license card,00393311433896
Vincenzo,Robertucci,Vincenzo Robertucci,male,1964-06-13,AF3566989V,Italian driving license card,00393773225994
Rosaria,Tortora,Rosaria Tortora,female,1954-01-07,FS5735434T,Italian driving license card,00393792626123
Marco,Ricci,Marco Ricci,male,2014-04-30,KI5245996D,Italian driving license card,00393733706013
Kristian,De Martino,Kristian De Martino,male,2003-02-14,HG6633370,Italian passport,00393515891062
Luciano,Civitelli,Luciano Civitelli,male,2001-03-19,FH8187837O,Italian driving license card,00393311261958
Felipe,Rodriguez,Felipe Rodriguez,male,1969-09-06,LT92316JL,Italian electronic identity card,00393509921489
Franco Angelo,Ortella,Franco Angelo Ortella,male,1930-06-26,OG2143590R,Italian driving license card,00393792313740
Cosmo,Altamura,Cosmo Altamura,male,1975-07-21,BQ34493AF,Italian electronic identity card,00393701274597
Geppina,Gargiulo,Geppina Gargiulo,female,1950-09-25,GW9440425,Italian passport,00393201220144
Raffaele,Civaro,Raffaele Civaro,male,1974-08-23,XY15831EA,Italian electronic identity card,00393534521454
Antonino,So,Antonino So,male,2017-10-22,XJ56936PK,Italian electronic identity card,00393519348469
Aniello,De Rosa,Aniello De Rosa,male,2000-07-18,ON7939823,Italian passport,00393500299612
Gianni,Trapani,Gianni Trapani,male,1945-05-04,VC90841QG,Italian electronic identity card,00393452460223
Ferdinando,Sadori,Ferdinando Sadori,male,1957-01-22,FA1292246A,Italian driving license card,00393509806981
Illi,Monili,Illi Monili,female,2002-05-23,UI66322QX,Italian electronic identity card,00393931180572
Alfio,Capone,Alfio Capone,male,1966-01-31,MP5098229M,Italian driving license card,00393473513937
Mario,Agovino,Mario Agovino,male,1968-06-18,HI4844667M,Italian driving license card,00393701788696
Carlo,Carfora,Carlo Carfora,male,2019-02-18,QN1531854B,Italian driving license card,00393516267152
Gianantonia,Grandi,Gianantonia Grandi,male,2015-09-23,KN77645OP,Italian electronic identity card,00393792541527
Giovanni,Maione,Giovanni Maione,male,1943-04-10,ZV4667587N,Italian driving license card,00393778391145
Vynni,Giordano,Vynni Giordano,male,1962-09-13,VB6204239,Italian passport,00393703543161
Marco,Laccetti,Marco Laccetti,male,1973-09-21,FX38946QG,Italian electronic identity card,00393277237560
Nicola,Iodice,Nicola Iodice,male,2020-11-28,IE6701318,Italian passport,00393228314521
