name,surname,fullname,sex,birth date,id,id_type
Giuliano,Conte,Giuliano Conte,male,1968-04-08,HT2763203O,Italian driving license card
Piero,Marzo,Piero Marzo,male,1948-02-24,IZ9779962,Italian passport
Antonio,Felle,Antonio Felle,male,1947-01-12,ZF84801UC,Italian electronic identity card
Cataldo,Castelli,Cataldo Castelli,male,1977-01-25,UY5340496M,Italian driving license card
Carla,Lazzaro,Carla Lazzaro,female,1969-02-05,RE4754968P,Italian driving license card
Daniele,Bergesio,Daniele Bergesio,male,1997-02-13,LI4182435,Italian passport
Gregorio,Duggento,Gregorio Duggento,male,1938-01-16,PD6819278I,Italian driving license card
Maria,Bertocchi,Maria Bertocchi,female,2015-01-06,XM1292367,Italian passport
Franco,Ruggiero,Franco Ruggiero,male,1963-09-15,RT74212YQ,Italian electronic identity card
Ernesto,Lupo,Ernesto Lupo,male,1934-10-24,HI1030047,Italian passport
Massimiliano,Mellone,Massimiliano Mellone,male,2012-06-07,HF71256KC,Italian electronic identity card
Marisol,Cler,Marisol Cler,female,1963-08-09,PO9389712,Italian passport
Brad,Bentivegna,Brad Bentivegna,male,2018-07-03,SO30044VM,Italian electronic identity card
Antonio,Fella,Antonio Fella,male,1950-05-18,CO3227787,Italian passport
Domenico,Scalamogna,Domenico Scalamogna,male,2018-07-03,FQ36762FP,Italian electronic identity card
Giulietta,Boschi,Giulietta Boschi,female,1948-11-18,PR7407815,Italian passport
Marco,Sebastianelli,Marco Sebastianelli,male,1991-10-24,CG6774106R,Italian driving license card
Andy,Multi,Andy Multi,male,1970-07-27,OF3872883,Italian passport
Leo,Catucci,Leo Catucci,male,1951-07-06,JA56555UM,Italian electronic identity card
Giovanni,Ripa,Giovanni Ripa,male,1960-04-12,ZK8573088A,Italian driving license card
Giuseppe,Frascella,Giuseppe Frascella,male,1946-02-11,TT4607163K,Italian driving license card
Max,Leone,Max Leone,male,2010-11-20,WY54618QL,Italian electronic identity card
Irene,Marino,Irene Marino,female,1985-12-19,VD2432997F,Italian driving license card
Maddalena,Finocchiaro,Maddalena Finocchiaro,female,1978-08-12,IC13384RM,Italian electronic identity card
Antonio,Pugliese,Antonio Pugliese,male,1942-12-11,VH3675547,Italian passport
Sergio,Avallato,Sergio Avallato,male,1979-01-14,FD1990710,Italian passport
Clotilde,Mirabile,Clotilde Mirabile,female,1993-09-10,ZQ7455662J,Italian driving license card
Robertamaria,Marino,Robertamaria Marino,female,2013-07-03,XQ32369GZ,Italian electronic identity card
Ciro,DE Napoli,Ciro DE Napoli,male,1985-05-28,LX8106248,Italian passport
Luigi,Armatore,Luigi Armatore,male,1994-09-16,AU5399069G,Italian driving license card
Umberto,Panico,Umberto Panico,male,1943-04-09,SR9019259W,Italian driving license card
Mario,Anzelini,Mario Anzelini,male,1986-09-16,TI3018465H,Italian driving license card
Mauro,Zolin,Mauro Zolin,male,1991-10-03,UQ22234JZ,Italian electronic identity card
Antonio,Tecchio,Antonio Tecchio,male,1959-11-04,HN5499760O,Italian driving license card
Giovanni,Guarneri,Giovanni Guarneri,male,1963-06-30,BZ7770449,Italian passport
Annarita,Federico,Annarita Federico,female,2002-12-07,LR96633YD,Italian electronic identity card
Renato,Solombrino,Renato Solombrino,male,1997-11-26,NV7057585,Italian passport
Tina,Matarese,Tina Matarese,female,2014-07-16,PR9848875U,Italian driving license card
Felicia,Persico,Felicia Persico,female,1948-09-03,EE4565947,Italian passport
Mauro,Caiazzo,Mauro Caiazzo,male,2011-03-28,ZO2326802K,Italian driving license card
Valentina,Meo,Valentina Meo,female,1964-06-11,FS57500NV,Italian electronic identity card
Nando,Mancini,Nando Mancini,male,2012-03-15,DC5313930,Italian passport
Roberta,Caldarelli,Roberta Caldarelli,female,2011-08-09,EL8054952H,Italian driving license card
Michele,Cutolo,Michele Cutolo,male,1964-10-28,AW84643RM,Italian electronic identity card
Angelo,Terranova,Angelo Terranova,male,1951-07-18,TO8686659,Italian passport
Daniela,Tuccillo,Daniela Tuccillo,female,1948-11-18,EP54953LM,Italian electronic identity card
Pino E Miriam,Mormile,Pino E Miriam Mormile,male,1949-06-07,MP6092714G,Italian driving license card
Antonio,Grimaldi,Antonio Grimaldi,male,1984-09-28,VD2789318Z,Italian driving license card
Francesco,Leone,Francesco Leone,male,1986-01-25,GQ9128059N,Italian driving license card
Vania,Zorz,Vania Zorz,female,1930-07-22,QF3714417,Italian passport
Nello,Autieri,Nello Autieri,male,1932-04-15,OB3391767O,Italian driving license card
Repliche,Ufficiali,Repliche Ufficiali,male,1957-03-25,TX10298IA,Italian electronic identity card
Liberata,Difeo,Liberata Difeo,female,1962-01-27,SO4697759Y,Italian driving license card
Antonio,Schipani,Antonio Schipani,male,1983-07-16,CG9617194A,Italian driving license card
Raffaele,Turino,Raffaele Turino,male,1947-04-18,MY6209856,Italian passport
Camillo,Bruscino,Camillo Bruscino,male,1978-09-14,EV9771488,Italian passport
Umberto,Cervone,Umberto Cervone,male,1947-02-26,JJ3912230,Italian passport
Ambrosio,Paolo,Ambrosio Paolo,male,1976-07-02,HF9494870,Italian passport
Paolo,Sidoti,Paolo Sidoti,male,1943-09-08,BB1870431,Italian passport
Giuseppe,Zaccaria,Giuseppe Zaccaria,male,1977-08-22,IF6629102,Italian passport
Dobrica,Milosevic,Dobrica Milosevic,male,1950-02-08,XB96668JQ,Italian electronic identity card
Ele,Putignano,Ele Putignano,male,1958-11-25,YM5719743,Italian passport
Michele,Pistola,Michele Pistola,male,2002-02-09,KY5099056D,Italian driving license card
Domenico,Vestuto,Domenico Vestuto,male,1965-11-04,QR6301962,Italian passport
Giovanni,Re,Giovanni Re,male,1999-03-04,QU9822817,Italian passport
Stefano,Capasso,Stefano Capasso,male,1955-11-14,CF2634449,Italian passport
Genio,Sacca,Genio Sacca,male,1976-06-09,CH35370AW,Italian electronic identity card
Franco,Salino,Franco Salino,male,1939-03-05,FY6333850,Italian passport
Catia,Arzilli,Catia Arzilli,female,1979-02-14,SH28854LR,Italian electronic identity card
Enzo,Fontanella,Enzo Fontanella,male,1934-07-06,JI2030614L,Italian driving license card
Filomena,Fanelli,Filomena Fanelli,female,1987-06-07,OQ2625237S,Italian driving license card
Carmine,Verde,Carmine Verde,male,1951-02-15,FV1612913T,Italian driving license card
Giuseppe,Savino,Giuseppe Savino,male,2005-08-10,EI7292667T,Italian driving license card
Nicola,Crispino,Nicola Crispino,male,1963-07-03,TH4876889R,Italian driving license card
Germano,Fratoni,Germano Fratoni,male,1945-07-04,HW6103701Q,Italian driving license card
Nicola,Puca,Nicola Puca,male,2014-03-22,XP6667818B,Italian driving license card
Emilio,Gigliano,Emilio Gigliano,male,1965-10-12,YA9564164D,Italian driving license card
Anna,Fontanella,Anna Fontanella,female,1959-06-29,SQ10673EJ,Italian electronic identity card
Mariarosaria,Caruso,Mariarosaria Caruso,female,1998-12-16,RJ5751004F,Italian driving license card
Gaetano,Rosiello,Gaetano Rosiello,male,1942-02-08,YV5009139S,Italian driving license card
Mario Salvatore,Costanzo,Mario Salvatore Costanzo,male,1976-01-27,WT2985878,Italian passport
Mauro,Calbi,Mauro Calbi,male,1965-06-25,DP6422941,Italian passport
Vincenzo,Simonetti,Vincenzo Simonetti,male,1967-07-07,MS47029QZ,Italian electronic identity card
Umberto,De Falco,Umberto De Falco,male,1941-03-14,AE5867835,Italian passport
Menniti,Salvatore,Menniti Salvatore,male,2012-12-10,JC57730RL,Italian electronic identity card
Antonio,Franzese,Antonio Franzese,male,1994-03-26,SS3829886T,Italian driving license card
Rocco,Tina,Rocco Tina,female,1935-02-23,RA77606QX,Italian electronic identity card
Monica,Incarnato,Monica Incarnato,female,1935-09-30,LU8969404G,Italian driving license card
Carmela,Casaburi,Carmela Casaburi,female,1966-10-27,DQ7100491G,Italian driving license card
Gina,Sgariglia,Gina Sgariglia,female,1966-06-26,JJ6839076G,Italian driving license card
Antonio,Guido,Antonio Guido,male,1999-12-08,LX6708130,Italian passport
Felice,Massaro,Felice Massaro,male,1934-11-18,BO46086NY,Italian electronic identity card
Luigi,Battistella,Luigi Battistella,male,1986-09-18,UZ3432561,Italian passport
Brunero Damiana,Giuliani,Brunero Damiana Giuliani,male,1937-02-26,CT52576IO,Italian electronic identity card
Konrad,Egger,Konrad Egger,male,1965-10-18,RN5957426L,Italian driving license card
Franco,Mosca,Franco Mosca,male,1986-04-13,MT97940TL,Italian electronic identity card
Biagio,Marenna,Biagio Marenna,male,1959-01-24,IT44364BO,Italian electronic identity card
Pietro,Maddaloni,Pietro Maddaloni,male,1995-03-23,GT6682645I,Italian driving license card
Raffaele,Celato,Raffaele Celato,male,1934-06-14,OD9305141U,Italian driving license card
Gianfranco,Figus,Gianfranco Figus,male,1999-08-20,WN60329RG,Italian electronic identity card
Pasquale,Parisi,Pasquale Parisi,male,1957-11-10,DZ6739347W,Italian driving license card
Laura,Graziano,Laura Graziano,female,1942-11-08,LI2478445,Italian passport
Vincenzo,Bosco,Vincenzo Bosco,male,1938-04-19,YK8161646,Italian passport
Vincenzo,Schepis,Vincenzo Schepis,male,1986-03-26,GF1375420F,Italian driving license card
Andrea,Basile,Andrea Basile,male,1998-08-11,IN7860995,Italian passport
Pasquale,Meo,Pasquale Meo,male,1967-08-20,WL29489PJ,Italian electronic identity card
Salvatore,Graziuso,Salvatore Graziuso,male,1960-04-04,VV1403004O,Italian driving license card
Patrizio,Sarnataro,Patrizio Sarnataro,male,1959-09-15,NA99849JZ,Italian electronic identity card
Mario,Gargiulo,Mario Gargiulo,male,1937-12-15,FL4588285L,Italian driving license card
Francesco,Castello,Francesco Castello,male,2016-02-28,PW1048040B,Italian driving license card
Lorenzo,Evandri,Lorenzo Evandri,male,1970-08-24,RZ39059VQ,Italian electronic identity card
Argimiro,Como,Argimiro Como,male,2006-07-22,KI1142232T,Italian driving license card
Carmine,Benincasa,Carmine Benincasa,male,1973-09-05,CF4768955N,Italian driving license card
Raffaele,Ruocco,Raffaele Ruocco,male,1997-11-24,LZ5626154,Italian passport
Adele,Ricci,Adele Ricci,female,1989-12-05,UZ42758DL,Italian electronic identity card
Sergio,Infante,Sergio Infante,male,2003-10-13,JZ6571674,Italian passport
Alessandro,Romano,Alessandro Romano,male,2001-05-21,OV95482MV,Italian electronic identity card
Alessio,Moschino,Alessio Moschino,male,2005-06-17,QY6398800,Italian passport
Domenico,Aprea,Domenico Aprea,male,2005-05-11,VN8142904,Italian passport
Francesco,Tricase,Francesco Tricase,male,1944-08-11,FD5192749,Italian passport
Diana,Maresia,Diana Maresia,female,1940-02-09,GF3017459G,Italian driving license card
Ciro,Rispoli,Ciro Rispoli,male,2009-03-18,BA4694212E,Italian driving license card
Luigi,Viola,Luigi Viola,male,1974-11-13,VR4127788W,Italian driving license card
Giovanni,De Martino,Giovanni De Martino,male,1954-03-22,NV4203739A,Italian driving license card
Aniello,Acanfora,Aniello Acanfora,male,1961-02-22,MG56066AO,Italian electronic identity card
Angela,Esposito,Angela Esposito,female,1954-09-22,WY8624610A,Italian driving license card
Vincenzo,Robertucci,Vincenzo Robertucci,male,1964-06-13,AF3566989V,Italian driving license card
Rosaria,Tortora,Rosaria Tortora,female,1954-01-07,FS5735434T,Italian driving license card
Marco,Ricci,Marco Ricci,male,2014-04-30,KI5245996D,Italian driving license card
Kristian,De Martino,Kristian De Martino,male,2003-02-14,HG6633370,Italian passport
Luciano,Civitelli,Luciano Civitelli,male,2001-03-19,FH8187837O,Italian driving license card
Felipe,Rodriguez,Felipe Rodriguez,male,1969-09-06,LT92316JL,Italian electronic identity card
Franco Angelo,Ortella,Franco Angelo Ortella,male,1930-06-26,OG2143590R,Italian driving license card
Cosmo,Altamura,Cosmo Altamura,male,1975-07-21,BQ34493AF,Italian electronic identity card
Geppina,Gargiulo,Geppina Gargiulo,female,1950-09-25,GW9440425,Italian passport
Raffaele,Civaro,Raffaele Civaro,male,1974-08-23,XY15831EA,Italian electronic identity card
Antonino,So,Antonino So,male,2017-10-22,XJ56936PK,Italian electronic identity card
Aniello,De Rosa,Aniello De Rosa,male,2000-07-18,ON7939823,Italian passport
Gianni,Trapani,Gianni Trapani,male,1945-05-04,VC90841QG,Italian electronic identity card
Ferdinando,Sadori,Ferdinando Sadori,male,1957-01-22,FA1292246A,Italian driving license card
Illi,Monili,Illi Monili,female,2002-05-23,UI66322QX,Italian electronic identity card
Alfio,Capone,Alfio Capone,male,1966-01-31,MP5098229M,Italian driving license card
Mario,Agovino,Mario Agovino,male,1968-06-18,HI4844667M,Italian driving license card
Carlo,Carfora,Carlo Carfora,male,2019-02-18,QN1531854B,Italian driving license card
Gianantonia,Grandi,Gianantonia Grandi,male,2015-09-23,KN77645OP,Italian electronic identity card
Giovanni,Maione,Giovanni Maione,male,1943-04-10,ZV4667587N,Italian driving license card
Vynni,Giordano,Vynni Giordano,male,1962-09-13,VB6204239,Italian passport
Marco,Laccetti,Marco Laccetti,male,1973-09-21,FX38946QG,Italian electronic identity card
Nicola,Iodice,Nicola Iodice,male,2020-11-28,IE6701318,Italian passport
Annamaria,Cretella,Annamaria Cretella,female,1979-07-04,AE3652248,Italian passport
Michele,Fusco,Michele Fusco,male,1963-02-28,UW8571399,Italian passport
Domenico,Mangiacapre,Domenico Mangiacapre,male,1989-12-16,ET8086356I,Italian driving license card
Marco,Cosentino,Marco Cosentino,male,1940-03-06,ZR43211BI,Italian electronic identity card
Daniele,Moglia,Daniele Moglia,male,1951-02-04,UE7166044,Italian passport
NiCola,Montedoro,NiCola Montedoro,male,1957-02-14,QI6071347W,Italian driving license card
Anna,Martino,Anna Martino,female,1998-11-15,CP48671JN,Italian electronic identity card
Peppe,Ragno,Peppe Ragno,male,1936-11-25,TO1099164,Italian passport
Anna,Grillo,Anna Grillo,female,1931-09-27,AH5519406,Italian passport
Paolo,Mercogliano,Paolo Mercogliano,male,1935-07-28,UT29130GL,Italian electronic identity card
Beniamino,Ferrara,Beniamino Ferrara,male,1965-01-15,BK82215AG,Italian electronic identity card
Ciro,Imperatore,Ciro Imperatore,male,2010-10-10,RS4360621W,Italian driving license card
Luigi,Buratti,Luigi Buratti,male,2012-07-16,CA70999PQ,Italian electronic identity card
Giuseppe,Carrieri,Giuseppe Carrieri,male,2006-03-03,KP2143295,Italian passport
Raimondo,Fabozzo,Raimondo Fabozzo,male,1984-10-03,DR6966170N,Italian driving license card
Giuliana,Donisi,Giuliana Donisi,female,2012-02-14,HZ1448755,Italian passport
Mary,Giorgio Sannino,Mary Giorgio Sannino,female,1971-05-12,XV73526BG,Italian electronic identity card
Pasquale Antonio,Dileo,Pasquale Antonio Dileo,male,1970-07-09,ON5383010T,Italian driving license card
Rosanna,Tammaro,Rosanna Tammaro,female,2007-09-01,LX76213WJ,Italian electronic identity card
Laura,Castiello,Laura Castiello,female,2011-08-11,JB7608150S,Italian driving license card
Giustino,D'alessandro,Giustino D'alessandro,male,2006-01-10,SP9349680,Italian passport
Maria Grazia,Gervasio,Maria Grazia Gervasio,female,1947-02-17,JH6395388X,Italian driving license card
Nunzio,Mallardo,Nunzio Mallardo,male,1934-03-05,ZD7583853G,Italian driving license card
Franco,Ferrandino,Franco Ferrandino,male,1945-09-10,UJ3901559,Italian passport
Carlo,Bruno,Carlo Bruno,male,1959-03-25,QT59746LW,Italian electronic identity card
Giovanni,Amirante,Giovanni Amirante,male,1995-06-13,CK5288035I,Italian driving license card
Adriana,Zanesini,Adriana Zanesini,female,2019-09-08,TQ6981098,Italian passport
Luigi,Strazzullo,Luigi Strazzullo,male,2006-10-09,RW1952602W,Italian driving license card
Pasquale,Mottola,Pasquale Mottola,male,1997-09-17,DL73297XY,Italian electronic identity card
Lino,Cibelli,Lino Cibelli,male,1962-12-27,FX2820127O,Italian driving license card
Alessandro,Cimmino,Alessandro Cimmino,male,1995-12-17,JU2621173O,Italian driving license card
Francesco,Ferrandino,Francesco Ferrandino,male,1941-11-25,GK27093IG,Italian electronic identity card
Antonio,Pezone,Antonio Pezone,male,1934-06-28,SN7855317,Italian passport
Vito,Longo,Vito Longo,male,1998-06-25,GE18244TO,Italian electronic identity card
Adriana,Mascia,Adriana Mascia,female,1961-01-08,AW4559523V,Italian driving license card
Federico,Cimmino,Federico Cimmino,male,2014-09-22,NM5529969,Italian passport
Antonio,Zaccaria,Antonio Zaccaria,male,2017-08-10,AV4264585,Italian passport
Luigi,Di Costanzo,Luigi Di Costanzo,male,1993-11-04,KU12099ZJ,Italian electronic identity card
Pietro,Natale,Pietro Natale,male,2009-01-02,PB89825GG,Italian electronic identity card
Emily,Conte,Emily Conte,female,1946-01-06,QX7509604,Italian passport
Remo,Ambrosini,Remo Ambrosini,male,1991-03-14,ET3175883D,Italian driving license card
Pasquale,Golia,Pasquale Golia,male,1942-04-13,RP6017896,Italian passport
Giuseppe,Esposito,Giuseppe Esposito,male,1963-11-26,LH4598068,Italian passport
Roberto,Grimaldi,Roberto Grimaldi,male,1982-12-04,RJ4817867,Italian passport
Antonio,Raimondi,Antonio Raimondi,male,1943-09-25,LK93699PN,Italian electronic identity card
Giacomo,Spera,Giacomo Spera,male,1990-05-28,OL4351209,Italian passport
Uccio,Di Franco,Uccio Di Franco,male,1952-11-25,JJ6416063,Italian passport
Carmine,Di Serio,Carmine Di Serio,male,1936-09-05,DX53814GK,Italian electronic identity card
Napoli Gol,Napoli Gol,Napoli Gol Napoli Gol,male,2015-05-21,JB1621038O,Italian driving license card
Francesco,Cotugno,Francesco Cotugno,male,1968-07-28,MN16474HZ,Italian electronic identity card
Maria,Laudisa,Maria Laudisa,female,1974-11-14,JQ4482710,Italian passport
Salvatore,Salamone,Salvatore Salamone,male,1973-11-27,SY2278390K,Italian driving license card
Franco,Indaco,Franco Indaco,male,1966-08-15,OJ25172JF,Italian electronic identity card
Massimo,Borra,Massimo Borra,male,1934-09-23,HH47484US,Italian electronic identity card
Sara,Baldi,Sara Baldi,female,1944-04-20,NJ43030NZ,Italian electronic identity card
Angelo,Pastore,Angelo Pastore,male,1935-06-09,KA1595044,Italian passport
Sartore,Pietro,Sartore Pietro,male,1998-04-16,FB6250740B,Italian driving license card
Nunzio,Migliaccio,Nunzio Migliaccio,male,1955-02-14,PM56439OH,Italian electronic identity card
Oka,Amica,Oka Amica,male,2007-07-24,KF66394TJ,Italian electronic identity card
Mario Alberico,Pacini,Mario Alberico Pacini,male,1974-08-30,BG6711583,Italian passport
Eureka,Emozioni D'interni,Eureka Emozioni D'interni,male,1936-03-18,CA56465PC,Italian electronic identity card
Beatrice,Canneto,Beatrice Canneto,female,1981-02-06,CS51204KY,Italian electronic identity card
Elio,Alato,Elio Alato,male,1951-01-02,NL57816GR,Italian electronic identity card
Francesco,Guacci,Francesco Guacci,male,1986-01-11,VN2285161F,Italian driving license card
Carmine,Ramundo,Carmine Ramundo,male,2002-10-03,ME64756JO,Italian electronic identity card
Perlingieri,Giuseppe,Perlingieri Giuseppe,male,1954-06-28,VN2466379,Italian passport
Silvana,Conte,Silvana Conte,female,2018-09-22,JW35226WG,Italian electronic identity card
Roberto,Di Paola,Roberto Di Paola,male,1931-04-05,ZI2309275,Italian passport
Eufemia,Scocca,Eufemia Scocca,female,2014-10-30,QD57441KY,Italian electronic identity card
Maurizio,Mancino,Maurizio Mancino,male,1991-01-11,AE9366193,Italian passport
Tony,Solla,Tony Solla,male,2001-03-02,SH6460301,Italian passport
Angela,Petrilli,Angela Petrilli,female,1962-05-01,LM6143515C,Italian driving license card
Pippo,Di Paola,Pippo Di Paola,male,1961-08-22,BJ8800647D,Italian driving license card
Antonio Striano,Antonio,Antonio Striano Antonio,male,1947-12-04,EJ79691RI,Italian electronic identity card
Carla,Gaudelli,Carla Gaudelli,female,1958-09-13,SB14808VZ,Italian electronic identity card
Antonello,Solono,Antonello Solono,male,2017-09-14,MQ7730526,Italian passport
Vania,Ferreira,Vania Ferreira,female,1963-03-12,WT7272572,Italian passport
Vincenzo,Negro,Vincenzo Negro,male,2012-08-20,WL91440WL,Italian electronic identity card
Natale,Rizzo,Natale Rizzo,male,1998-09-03,GD24906CC,Italian electronic identity card
Salvatore,Zucca,Salvatore Zucca,male,1948-01-31,RK49425FC,Italian electronic identity card
Peppe,Tore,Peppe Tore,male,2020-12-08,MJ2458999,Italian passport
Tiziano,Sernaglia,Tiziano Sernaglia,male,1939-11-20,OH33508YT,Italian electronic identity card
Giorgia,Gobbi,Giorgia Gobbi,female,1939-03-21,WR22845BA,Italian electronic identity card
Alfredo,Ventriglia,Alfredo Ventriglia,male,1941-06-17,OU3259701K,Italian driving license card
Paolo Mezzacapo,Fiorista,Paolo Mezzacapo Fiorista,male,1994-08-18,ZL4963852H,Italian driving license card
Enrico,D'Acunzo,Enrico D'Acunzo,male,1996-07-21,RG65445MD,Italian electronic identity card
Enzo,Manzi,Enzo Manzi,male,1933-05-25,OS6868084,Italian passport
Enrico,Albamonte,Enrico Albamonte,male,1941-07-01,KR54288DN,Italian electronic identity card
Alessandra,Colella,Alessandra Colella,female,1948-02-11,NP26285OK,Italian electronic identity card
Giulio,Di Giacomantonio,Giulio Di Giacomantonio,male,1934-01-08,NC7432231L,Italian driving license card
Angela,Mercurio,Angela Mercurio,female,1936-05-19,YY69744HG,Italian electronic identity card
Rossella,Leogrande,Rossella Leogrande,female,1958-05-20,EW51736DY,Italian electronic identity card
Maria,Ciao,Maria Ciao,female,1947-11-17,FY3128743U,Italian driving license card
Antonio,Petruzzo,Antonio Petruzzo,male,1949-11-10,IX4471492,Italian passport
Giuseppe,Cicala,Giuseppe Cicala,male,1953-05-22,AF2354907,Italian passport
Egidia,Castagnoli,Egidia Castagnoli,female,2011-07-24,ZC9263521O,Italian driving license card
Emilio,Toscano,Emilio Toscano,male,2003-10-31,IL2027477P,Italian driving license card
Alberto,Navone,Alberto Navone,male,1955-07-06,KP5505765U,Italian driving license card
Valerio,Di Curzio,Valerio Di Curzio,male,2004-01-15,VA7268218C,Italian driving license card
Annamaria,Rilievo,Annamaria Rilievo,female,1987-06-03,FK2734708O,Italian driving license card
Enzo,Manzella,Enzo Manzella,male,1936-02-10,UD1066729V,Italian driving license card
Aldo,Severino,Aldo Severino,male,1983-06-03,BW5940597,Italian passport
Giuseppe,Montechiaro,Giuseppe Montechiaro,male,1989-05-31,ZB7481075L,Italian driving license card
Gerry,Altilio,Gerry Altilio,male,2014-02-28,VH7912230F,Italian driving license card
Vincenzo,Paniccia,Vincenzo Paniccia,male,2020-09-17,GQ6044119,Italian passport
Mattia,Limone,Mattia Limone,male,2011-09-25,YP43531MZ,Italian electronic identity card
Raffaele,Femiano,Raffaele Femiano,male,1974-11-08,YV2283747,Italian passport
Luigi,Gambardella,Luigi Gambardella,male,1980-08-13,QK7579525J,Italian driving license card
Franco Alfonso,Pepe,Franco Alfonso Pepe,male,1934-08-16,IA5387657,Italian passport
Sabatino,Cuozzo,Sabatino Cuozzo,male,1977-08-11,BP5324093,Italian passport
Luigi,Oliva,Luigi Oliva,male,1993-04-09,DV7171610E,Italian driving license card
Agostino,de Bellis,Agostino de Bellis,male,1955-01-18,LQ15102JG,Italian electronic identity card
Gerardo,Rocco,Gerardo Rocco,male,2007-04-27,KU7453518C,Italian driving license card
Giuseppe,Daiuto,Giuseppe Daiuto,male,1983-12-31,SS38851WX,Italian electronic identity card
Teresa,Gabriele,Teresa Gabriele,female,2005-09-30,JK56461SE,Italian electronic identity card
Riccardo,Schiavini,Riccardo Schiavini,male,1996-01-22,ID8549300M,Italian driving license card
Teresa,Belcaro,Teresa Belcaro,female,2002-02-07,LG6640213,Italian passport
Gianfranco,Bracaccini,Gianfranco Bracaccini,male,1994-11-15,XP26211JJ,Italian electronic identity card
Franco,Scrinzi,Franco Scrinzi,male,1970-09-18,EB92987BG,Italian electronic identity card
Terry,Scarpellini,Terry Scarpellini,female,1957-08-17,PI4407659,Italian passport
Moshe,David,Moshe David,male,1976-10-18,LS16413TR,Italian electronic identity card
Mauro,Frisoni,Mauro Frisoni,male,1973-04-21,SE3110183I,Italian driving license card
Gianni,Castello,Gianni Castello,male,1964-03-30,EY1541318,Italian passport
Leonardo,Lotti,Leonardo Lotti,male,1934-03-13,BR8847646E,Italian driving license card
Anna,Fortunato,Anna Fortunato,female,1999-01-21,KN5926399,Italian passport
Carmine,Decuzzi,Carmine Decuzzi,male,1957-01-25,NS27619NO,Italian electronic identity card
Marco,Cipriani,Marco Cipriani,male,1981-03-21,QL81625GD,Italian electronic identity card
Maria Concetta,Cavallo,Maria Concetta Cavallo,female,1991-08-04,IK9333673A,Italian driving license card
Pietro,Panto',Pietro Panto',male,2013-10-19,DI98470RB,Italian electronic identity card
Luigi,Ucini,Luigi Ucini,male,1993-03-28,YM6531599,Italian passport
Luciano,Chirico,Luciano Chirico,male,1996-09-29,RG7550914Y,Italian driving license card
Giorgio,Mariatti,Giorgio Mariatti,male,1955-03-19,WO4620043,Italian passport
Ernesto,Rasoira,Ernesto Rasoira,male,1998-10-09,LB3070933,Italian passport
Olga,Losyeva,Olga Losyeva,female,1968-03-01,WX29271VD,Italian electronic identity card
Paolo,Barbeti,Paolo Barbeti,male,1940-10-19,MA1180854N,Italian driving license card
Giuseppe,Grauso,Giuseppe Grauso,male,1944-10-16,EA83316PX,Italian electronic identity card
Maria,Giordano,Maria Giordano,male,1956-02-24,ZW18681UR,Italian electronic identity card
Maria,Virdis,Maria Virdis,female,1955-05-23,ZS95946PD,Italian electronic identity card
Gigi,Camponi,Gigi Camponi,male,2020-08-19,TZ9462719,Italian passport
Sabato,De Rosa,Sabato De Rosa,male,1975-12-27,TC8355998,Italian passport
Elmiro,Perrone,Elmiro Perrone,male,1949-12-06,GX32347RD,Italian electronic identity card
Alessandro,Baccarini,Alessandro Baccarini,male,2014-10-24,OX90968PA,Italian electronic identity card
Alberto,Andrei,Alberto Andrei,male,1950-09-28,CN58988UZ,Italian electronic identity card
Anna,Muscariello,Anna Muscariello,female,1972-09-19,KG3787506L,Italian driving license card
Giuseppa,Frasca,Giuseppa Frasca,female,2000-03-05,OC3573017T,Italian driving license card
Angiolina,Alessi,Angiolina Alessi,female,1937-12-29,UM62226VP,Italian electronic identity card
Tony,Cassano,Tony Cassano,male,1933-08-09,RR7185175,Italian passport
Enrico,Pallonetto,Enrico Pallonetto,male,1976-08-29,ZN3483061S,Italian driving license card
Pietro,Martellotta,Pietro Martellotta,female,1962-08-28,MA4537716,Italian passport
Giampiero,Bennardi,Giampiero Bennardi,male,1935-02-13,FR7551219,Italian passport
Enri Ka,Pagnozzi,Enri Ka Pagnozzi,female,1935-08-06,KT50679WD,Italian electronic identity card
Emanuele,Rossano,Emanuele Rossano,male,1988-01-13,TN3870678,Italian passport
Silvana,Strazzera,Silvana Strazzera,female,2005-03-08,YV3672657,Italian passport
Mila,Varola,Mila Varola,female,1943-10-21,JR5199502,Italian passport
Franca,Volpe,Franca Volpe,female,1960-08-22,XG5743380N,Italian driving license card
Salvo,Mangano,Salvo Mangano,male,1962-05-20,EB4268119K,Italian driving license card
Ermanno,Arrigoni,Ermanno Arrigoni,male,1988-11-14,ZE52774JC,Italian electronic identity card
Rosa Maria,La Cascia,Rosa Maria La Cascia,female,1942-06-11,QX24225BB,Italian electronic identity card
Rosa,Al,Rosa Al,female,1962-11-01,LH74399RH,Italian electronic identity card
Pasquale,Pedrini,Pasquale Pedrini,male,2009-11-28,CL6892033,Italian passport
Andrea,Di Fausto,Andrea Di Fausto,male,1964-12-25,UT72497UN,Italian electronic identity card
Biba,Blonde,Biba Blonde,female,1948-02-21,WB6591553,Italian passport
Pippo,Paradiso,Pippo Paradiso,male,1970-04-22,OE3185693M,Italian driving license card
Giovanni,Siena,Giovanni Siena,male,1995-10-16,MS8548413Q,Italian driving license card
Giovanni,Monteleone,Giovanni Monteleone,male,1935-12-23,EZ3348033,Italian passport
